V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
344.1869568417674,371.85330709428024,1071.7550905445132,440.50839335352316,468,216.85437379270763,607.2868268912458,385,325.22231870614013,178
348.88613733476006,351.0543104606034,1022.0804257923171,412.34939677302134,417,216.78112277547828,615.9718312768787,414,346.22764394675994,182
332.43900560928597,334.1793301121728,999.1475683642691,402.6748686924913,415,208.30035612767827,585.5743159271639,395,332.46553430635385,168
341.83736659527113,353.19030728852294,1032.8114823801516,419.51024930267295,435,223.92359343659493,602.9443246984295,434,360.71407514718743,176
326.56502999304524,320.5586874379952,974.2916683967937,390.0540934488397,399,202.06273979488665,574.718060445123,386,325.9466402661615,163
325.3902348697971,305.5140468785379,942.2817307040953,372.6594165187537,371,199.4711615927985,572.5468093487148,395,332.46553430635385,162
341.83736659527113,341.76402597536566,1007.7352151591163,405.71903949335115,412,207.10960092955426,602.9443246984295,386,325.9466402661615,176
332.43900560928597,323.7466384784205,976.251846118976,390.08289451876266,394,215.7098660674499,585.5743159271639,436,362.16271826723016,168
337.13818610227855,343.1880238606454,1014.8892528843393,410.4929411797855,424,215.27009951620315,594.2593203127967,412,344.7790008267172,172
338.3129812255267,333.3929224349781,992.3855661834826,397.90672722004155,402,203.6742739353615,596.4305714092048,382,323.049354026076,173
347.7113422115119,368.30133448180806,1060.9381998112403,433.92987799971434,454,213.2328830215494,613.8005801804704,378,320.15206778599054,181
334.78859585578226,332.47374149012796,993.3900045259154,399.0886822136809,407,201.1947044027878,589.9168181199803,372,315.8061384258623,170
339.48777634877484,346.9471784753279,1021.1246864125677,413.5025506967377,427,215.14426748709195,598.6018225056131,408,341.88171458663174,174
341.83736659527113,334.31210337982833,991.3811278410498,396.72477222640214,397,206.69050422781484,602.9443246984295,394,331.7412127463325,176
328.91462023954153,317.3627142968429,965.2632870948266,384.66905351663945,388,199.27388696066146,579.0605626379394,381,322.32503246605467,165
334.78859585578226,356.3198937958475,1045.7230839437284,427.87033746791775,455,214.50334879367023,589.9168181199803,391,329.5682480662684,170
345.36175196501557,345.1671811187283,1012.1821392560389,407.5351735886947,412,211.5177385623066,609.4580779876541,400,336.08714210646076,179
348.88613733476006,349.56392594149594,1018.8096083287038,410.5505433196315,414,222.97623432572234,615.9718312768787,439,364.3356829472943,182
344.1869568417674,347.0135651091557,1017.2414661509581,410.5275024636931,418,221.45009660556565,607.2868268912458,434,360.71407514718743,178
344.1869568417674,350.9879238267756,1025.9636460539268,415.32444500606596,426,208.86531137736563,607.2868268912458,382,323.049354026076,178
351.23572758125636,361.7685928311208,1043.5796741507409,423.753655739126,434,216.90333813202267,620.314333469695,402,337.5357852265035,184
350.0609324580082,346.72395227166356,1011.5697364580426,406.3589788090399,406,214.0434295499947,618.1430823732868,410,343.3303577066745,183
326.56502999304524,321.0554822776977,975.3819408846648,390.6537112666363,400,207.60039670976704,574.718060445123,406,340.43307146658896,163
340.662571472023,344.1072048054956,1013.8848145419064,409.3109861861461,419,221.2379639879946,600.7730736020212,435,361.4383967072088,175
347.7113422115119,339.98402861876605,998.7926680025876,399.7516623853081,397,210.99632264308403,613.8005801804704,406,340.43307146658896,181
332.43900560928597,319.7722797608006,967.5296662160072,385.28595197638987,386,191.80171962383352,585.5743159271639,352,301.3197072254348,168
351.23572758125636,361.7685928311208,1043.5796741507409,423.753655739126,434,221.46495459099972,620.314333469695,419,349.84925174686686,184
341.83736659527113,338.28646209744824,1000.1033077440186,401.5217147687749,405,201.0823088780503,602.9443246984295,368,312.90885218577677,176
330.0894153627897,314.52274062701053,958.0234152241654,380.4774890060479,380,207.24589612114286,581.2318137343475,415,346.95196550678133,166
347.7113422115119,358.8622325274607,1040.2230225416895,422.53713946157893,435,220.44783083360915,613.8005801804704,417,348.40060862682407,181
344.1869568417674,342.5424115518333,1007.4290137601181,405.1309421035237,409,209.4457679431576,607.2868268912458,395,332.46553430635385,178
330.0894153627897,330.9169703371927,994.0024073239118,400.26487699333575,413,199.2056741749794,581.2318137343475,364,310.0115659456913,166
341.83736659527113,358.6550505252504,1044.8044797467337,426.10604529843556,446,218.82854603508198,602.9443246984295,408,341.88171458663174,176
334.78859585578226,321.54425501667316,969.4040097927511,385.8970902221557,385,208.96982578635522,589.9168181199803,415,346.95196550678133,170
364.15847393698596,385.17631483023865,1083.8710572392883,443.6044060802444,456,229.49523068760442,644.1980955301851,426,354.91950266701645,195
355.93490807424894,360.84138978554364,1037.515908913389,419.57937187048816,423,229.8436584967641,628.9993378553278,454,375.2005063476149,188
343.0121617185193,328.98815551148346,978.6898935310329,389.5351186268275,384,211.39229338841844,605.1155757948377,419,349.84925174686686,177
324.21543974654895,301.39889279253543,934.257787744561,368.45633158019285,365,190.44611390684204,570.3755582523065,366,311.46020906573403,161
338.3129812255267,335.8768966334906,997.8369286228382,400.9048163090245,407,212.042771154096,596.4305714092048,410,343.3303577066745,173
327.7398251162934,330.6353796004276,995.398881210781,401.4525922009597,417,204.0171463558954,576.8893115415311,381,322.32503246605467,164
357.1097031974971,361.9757748333312,1038.9982169456966,420.18474990226935,423,230.597490027842,631.170588951736,456,376.64914946765765,189
343.0121617185193,352.3375129775006,1029.9327004609747,417.71715606326774,431,227.7498530224949,605.1155757948377,450,372.3032201075294,177
339.48777634877484,333.0369229636582,990.5970567521769,396.7132517984329,399,205.25660941788692,598.6018225056131,389,328.11960494622565,174
348.88613733476006,359.0030278958433,1039.5247855982548,421.9432818577669,433,214.68796499390334,615.9718312768787,396,333.18985586637524,182
346.5365470882638,354.7470784414582,1032.1990795821553,418.33405452301815,429,214.10608694705098,611.6293290840622,398,334.63849898641797,180
337.13818610227855,353.6207154943977,1037.7849751296324,423.08491535351413,445,221.8137693333025,594.2593203127967,423,352.7465379869523,172
332.43900560928597,336.66330431068525,1004.5989308036246,405.6729577814743,420,205.66730776887985,585.5743159271639,382,323.049354026076,168
343.0121617185193,347.8663594201781,1020.1202480701348,412.3205957030983,422,230.23536487683748,605.1155757948377,465,383.16804350785003,177
366.50806418348225,389.92905912432616,1092.2870357432591,447.81325123278975,461,245.81132008705055,648.5405977230015,482,395.48151002821334,197
343.0121617185193,340.9112316643433,1004.8564332399394,403.92594625394594,408,210.13086937563477,605.1155757948377,399,335.36282054643937,177
347.7113422115119,350.41672025251836,1021.6883902478808,412.3436365590367,418,219.9549658796418,613.8005801804704,426,354.91950266701645,181
347.7113422115119,345.94556669519596,1011.8759378570408,406.9470761988673,409,203.92568151813634,613.8005801804704,372,315.8061384258623,181
340.662571472023,332.18412865263576,987.7182748329999,394.9201585590277,395,208.54620824390727,600.7730736020212,403,338.26010678652483,175
343.0121617185193,339.91764198493826,1002.6758882641972,402.72671061835274,406,210.3254315033467,605.1155757948377,401,336.8114636664821,177
330.0894153627897,322.9682529019529,976.5580475179742,390.6709919085901,397,201.83549271643403,581.2318137343475,384,324.4979971461188,166
343.0121617185193,336.44007810702084,995.0439808490995,398.5293858937765,399,211.8113900901579,605.1155757948377,411,344.05467926669587,177
357.1097031974971,348.06551932166144,1008.4705872853058,403.3954510039645,395,211.85492942062268,631.170588951736,404,338.9844283465462,189
343.0121617185193,347.8663594201781,1020.1202480701348,412.3205957030983,422,204.20731802267431,605.1155757948377,368,312.90885218577677,177
327.7398251162934,324.1770466842952,981.2253388684567,393.6575605696039,404,211.18506854469902,576.8893115415311,416,347.67628706680273,164
330.0894153627897,331.9105600165977,996.182952299654,401.46411262892894,415,211.08597914455967,581.2318137343475,407,341.15739302661035,166
350.0609324580082,368.58292521857317,1059.5417259243711,432.7421627920903,450,218.88629565828666,618.1430823732868,400,336.08714210646076,183
357.1097031974971,354.52385223779385,1022.6441296276302,411.19048263532034,408,225.3484464871857,631.170588951736,446,369.40593386744393,189
345.36175196501557,345.1671811187283,1012.1821392560389,407.5351735886947,412,208.02944362308887,609.4580779876541,387,326.67096182618286,179
350.0609324580082,355.1694645466059,1030.1043687518513,416.5524817115821,423,217.75625906323995,618.1430823732868,413,345.5033223867386,183
353.58531782775265,353.10787645324115,1022.5582954821919,411.7728198111631,412,210.62296054123598,624.6568356625114,391,329.5682480662684,186
331.2642104860378,316.65071535420304,961.6862682322152,382.2821026734223,382,200.02358450625388,583.4030648307557,386,325.9466402661615,167
355.93490807424894,371.77087625899844,1061.5019036465533,432.7709638620134,445,214.0186257150019,628.9993378553278,381,322.32503246605467,188
334.78859585578226,341.4160486047728,1013.0149093075952,409.88180293401973,425,230.56996932640044,589.9168181199803,470,386.7896513079569,170
355.93490807424894,369.7836969001885,1057.140813695069,430.372492590827,441,225.94595630783826,628.9993378553278,428,356.3681457870592,188
333.6138007325341,322.8938441673981,973.373064199799,388.2898012793575,390,201.2896598174417,587.7455670235721,384,324.4979971461188,169
339.48777634877484,341.97923007830303,1010.2219615338566,407.50637251877174,417,221.75201610438788,598.6018225056131,439,364.3356829472943,174
330.0894153627897,345.8208155282675,1026.710581960045,418.25341152723377,443,204.87381441737512,581.2318137343475,366,311.46020906573403,166
333.6138007325341,320.40986996888563,967.9217017604436,385.29171219037454,385,206.33768159569854,587.7455670235721,406,340.43307146658896,169
352.4105227045045,339.55362041289135,993.8191752531067,396.17699633446693,387,223.57103156402968,622.4855845661032,456,376.64914946765765,185
348.88613733476006,350.5575156209009,1020.990153304446,411.7497789552247,416,212.58511776029704,615.9718312768787,399,335.36282054643937,182
344.1869568417674,336.0840786357009,993.2554714177938,397.33591047216794,396,211.2470825331647,607.2868268912458,410,343.3303577066745,178
