V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
344.1869568417674,364,1061.097890833262,438.5522909260287,468,228.04443714104474,607.2868268912458,361.3451580678079,361.3451580678075,178
348.88613733476006,325,986.7238573321534,405.8597868129321,417,218.42791522961886,615.9718312768787,350.38512392187874,350.3851239218784,182
332.43900560928597,308,963.6213440663023,396.15411882650216,415,210.62940243313997,585.5743159271639,341.4970906678474,341.4970906678471,168
341.83736659527113,312,976.9148612915229,409.25056391038703,435,219.41670995294348,602.9443246984295,351.5120619178371,351.5120619178368,176
326.56502999304524,335,993.8890113019241,393.651136862476,399,204.333472694744,574.718060445123,334.32156446941957,334.3215644694193,163
325.3902348697971,292,923.9427182647765,369.2933365237876,371,197.37834647413158,572.5468093487148,326.39474627368617,326.39474627368594,162
341.83736659527113,342,1008.0554397825788,405.7778159243339,412,214.13418469981994,602.9443246984295,345.49152167634116,345.4915216763408,176
332.43900560928597,315,964.3823659181401,387.90428103088374,394,205.80622720202717,585.5743159271639,336.0000756647423,336.00007566474204,168
337.13818610227855,317,979.3512308796741,403.9700258741558,424,214.79338118203634,594.2593203127967,346.24281367364676,346.2428136736464,172
338.3129812255267,348,1012.2078577275852,401.5450593953298,402,210.2647568523802,596.4305714092048,341.0815009096063,341.081500909606,173
347.7113422115119,320,995.3916775992776,421.89897732350113,454,226.40166472435556,613.8005801804704,359.47287597385133,359.47287597385093,181
334.78859585578226,382,1060.5987895071148,411.4246870754337,407,209.84045417002102,589.9168181199803,340.5979194308036,340.5979194308033,170
339.48777634877484,323,988.6275663498064,407.53778535840667,427,216.53085803997647,598.6018225056131,348.2230312477532,348.2230312477529,174
341.83736659527113,336,993.6716598624224,397.1451936662415,397,210.68905953473936,602.9443246984295,341.565082388409,341.5650823884087,176
328.91462023954153,317,964.7710716939554,384.5787086074155,388,202.8554993986089,579.0605626379394,332.63710537478937,332.6371053747891,165
334.78859585578226,330,1010.0061100378466,421.3145759871333,455,220.86485469827883,589.9168181199803,353.1625251521865,353.16252515218616,170
345.36175196501557,357,1028.2396692177333,410.4824931650062,412,215.70686243720596,609.4580779876541,347.28391625112124,347.2839162511209,179
348.88613733476006,332,994.9747748980225,406.1757190885104,414,217.73889019660274,615.9718312768787,349.5998360642923,349.59983606429194,182
344.1869568417674,328,991.4394240101711,405.79160198013363,418,216.56068659077619,607.2868268912458,348.2570271080341,348.25702710803375,178
344.1869568417674,371,1053.1207010187297,420.3090547140142,426,218.39808667881914,607.2868268912458,350.3511280615979,350.35112806159754,178
351.23572758125636,392,1084.6047021909128,431.283697317748,434,223.38084224163418,620.314333469695,356.03001816472187,356.03001816472147,184
350.0609324580082,315,968.5192749224713,398.4571739638537,406,216.42571602102177,618.1430823732868,348.10319996898846,348.1031999689881,183
326.56502999304524,320,973.9496162232113,390.39081164730453,400,204.56314770574934,574.718060445123,334.583327088615,334.58332708861474,163
340.662571472023,375,1055.807368196587,417.00576635284455,419,215.21768386439553,600.7730736020212,346.72639515244947,346.72639515244913,175
347.7113422115119,343,1002.8854417789557,400.5028808044099,397,213.3101890970494,613.8005801804704,344.5524066797091,344.5524066797088,181
332.43900560928597,323,971.9097902565221,386.0899128198121,386,203.9688271139842,585.5743159271639,333.9059747111785,333.9059747111782,168
351.23572758125636,339,1012.6819341244841,418.08245261757395,434,223.38084224163418,620.314333469695,356.03001816472187,356.03001816472147,184
341.83736659527113,320,975.2879686460889,396.96692116785283,405,212.52645962278234,602.9443246984295,343.65918334197283,343.6591833419725,176
330.0894153627897,282,913.8889712430132,372.37672188647326,380,201.54232522302794,581.2318137343475,331.14046927948556,331.1404692794853,166
347.7113422115119,357,1037.6959108783258,422.07329441849157,435,222.03783951525352,613.8005801804704,354.4993862091373,354.49938620913696,181
344.1869568417674,329,989.0515095128993,401.75779703321786,409,214.49361149172785,607.2868268912458,345.9011635352748,345.90116353527446,178
330.0894153627897,356,1028.0409153397889,406.5125602461743,413,209.1216005862052,581.2318137343475,339.7786357129363,339.778635712936,166
341.83736659527113,338,1016.7748871367731,420.9612834818641,446,221.94313507400256,602.9443246984295,354.39145072898737,354.391450728987,176
334.78859585578226,304,945.5958704632714,381.5271656267339,385,204.78760392790286,589.9168181199803,334.8391418085031,334.8391418085028,170
364.15847393698596,412,1120.2716928459242,450.28565196112083,456,234.20017752083447,644.1980955301851,368.36090922788276,368.3609092278823,195
