V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25
355.74721886499134,359.6917335013579,402.94379533803,363.57363140432517,334.62704062160657,1016.4946358311103,1058,976.777601173684,295,324.95519214768376,498.3700922279826,409.59255167809124,408.85343291163986,433.6506007690427,277.67922067782456,497,226.01816005930272,387.78314663659677,613.1197716346232,624.7652874144624,431.3729121655274,499.21053730057696,361.6332526688614,432.34711299000605,184.58241443761983
349.20086636624575,352.5168291070897,399.2973366223528,352.02343977408646,333.57661875202297,1021.5357587779065,1054,963.2960067791219,285,313.18225666273145,489.1015982185443,409.6664391475639,410.5098760621271,421.9429508643865,271.9797679321409,479,220.2621122764376,378.93032504889237,603.70128468657,612.9265564779815,422.7926185565771,490.44560079659107,354.8699484591036,425.55306769865075,178.95392298939075
338.2293072834741,331.4323868251624,386.2246609830184,326.58698974182903,315.97646960392194,978.4352283490118,997,902.3964458982757,267,291.706008608764,472.50739218386036,389.6905923525459,396.5744460410295,398.8384542271986,261.7207529899103,450,209.8354759236178,366.50072499552897,582.4067928754384,592.667910984394,408.9688121866016,475.6259454125742,343.9735138989383,414.0657728579522,169.61192527994285
338.59513679264774,329.29453658637283,387.31887607418196,331.3201731239974,307.3106064750842,954.7838385795772,976,883.8441127030284,275,299.33665877363325,479.3876882975817,381.70814074413147,392.17876210205253,399.56829458628897,266.28031518645724,444,210.14335588098663,368.27111084080923,582.6822761032847,595.8324745811108,406.10871431695153,476.8945126768158,341.7190791623524,415.04908898859026,172.60021838652526
337.1624154721116,333.69185100250314,391.60669099689994,333.8162242450607,316.7598163588627,988.2720148576681,1007,904.6160003137345,275,299.2236076999134,479.23048268174955,394.55121396329633,403.6164240431605,399.4852830207525,266.28031518645724,438,209.4331899167017,364.85354004136,584.4777406603301,593.9776448303849,403.24861644730146,475.2052826947725,339.46464442576644,413.73970072316496,171.7746367060959
325.1226342529406,308.07379015350097,372.8350614970046,299.1024760621687,296.90963329581007,934.7735203274018,937,834.8999061439638,248,268.5606336152141,454.823890945206,369.20684072288515,383.410881007698,372.24494283695753,250.89179277311135,413,197.59635975802348,351.34002070310027,558.4545009890174,569.3087349880749,391.33154199042605,458.1842587300475,330.0711663566584,400.54603894717866,159.19936940585794
344.3552884659138,351.48842690295726,404.1991358376162,355.1327622659209,333.7850641481753,1036.0974239631091,1064,958.4208662461992,290,316.61258658226654,492.8450134002146,415.6639456590508,420.21223843600103,416.5185522497889,274.82949430498275,454,216.68056356071767,372.15114497123034,601.295643753018,608.3352200254421,410.8755440997017,485.25576581700534,345.4764703899956,421.53022350691805,178.76198225617992
341.9940253394013,336.98486916007704,388.70772706950527,332.73933614077794,320.14513850702554,985.8816010696127,1009,918.3217536282833,271,296.8867735455948,476.34055428030143,393.39862067480675,398.15789676379745,405.8569220256857,264.00053408818377,462,213.21729531174486,371.0626618201532,588.3675133934694,598.8872671595669,414.6890079259018,480.4833039998033,348.4823833721102,417.83090158683467,172.17274388811998
344.94460650376425,347.9938145284826,398.30586810132655,347.19824281809684,331.2256781606922,1021.6311782743993,1049,951.298491386635,282,308.89127260046246,486.06952103038145,408.9806180879503,412.0185791240019,414.85566339960747,270.2699321084358,464,216.62341635640018,373.4054410670675,598.2420659749775,606.4072095958759,415.64237388245186,485.113351874126,349.2338616176388,421.4198328865636,176.4769935322992
345.4361483103186,353.8340772350829,401.7499139164689,349.78118755424146,341.9365536679371,1054.256464294518,1081,977.4518644573287,281,308.4237884722383,485.2684361221033,421.4831163233112,421.55284988191937,417.4384303608886,269.69998683386746,467,217.44675404281537,372.4701868165789,601.7621038842605,606.7072003028085,417.0724228172769,485.588242209362,350.3610789859318,421.78793896976833,176.0041643442005
