V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25
355.74721886499134,369.3287683515382,409.8676430091659,369.0588122385601,352.20248878218405,1072.842047842685,1112.710204597743,1018.9762348665545,295,325.54760090135363,498.3700922279826,431.37100845028885,426.56610650295846,437.17723079101177,278.8739095774313,497,226.81280635826786,385.1203008062801,608.0720691022647,624.7652874144624,394.6034073066908,499.21053730057696,318,412.27393590532125,181.45875326589268
349.20086636624575,356.759388518677,402.34545625232647,354.4382080025212,341.31394503191353,1046.3418580464806,1078.085343369042,981.8733195431673,285,313.44305569194177,489.1015982185443,419.25407665071134,418.30761377061054,423.4954966031425,273.139348002603,479,220.61194333827046,377.75804728766826,603.513268864698,612.9265564779815,411.7401982373048,490.44560079659107,343,421.1253381719258,178.06938043658133
338.2293072834741,335.52522260470437,389.1652098054597,328.9165386876013,323.44073887257036,1002.3658986797557,1020.2353505372567,920.3181490477386,267,291.9576038121469,472.50739218386036,398.93987374315793,404.09699476612184,400.33620926902586,262.98305832016496,450,210.1729611413273,365.36981794173624,581.736477038254,592.667910984394,395.607608673426,475.6259454125742,330,409.06265011651044,168.6406767099884
338.59513679264774,337.236419759928,393.0248209182669,335.8405122167321,321.79453832592424,1001.219756918062,1021.0866952409585,918.6200187864392,275,299.82486299679744,479.3876882975817,399.6557731927034,406.7757814695747,402.47459139503286,266.57518066651085,444,210.79822412301255,366.07665883120956,582.645897371258,595.8324745811108,390.7775258485674,476.8945126768158,323,406.049113028916,171.0205057447257
337.1624154721116,334.78221190373233,392.39007436160097,334.43683284623205,318.7483514003764,994.6473176243393,1013.1900645705883,909.3904709864365,275,299.2906344724213,479.23048268174955,397.01528907796325,405.6204851512143,399.88429574083034,266.2823786331236,438,209.52309840703825,364.5522582649107,583.392453333627,593.9776448303849,398.42234265530715,475.2052826947725,333,410.26739075755046,171.29720703888495
325.1226342529406,310.49810392271013,374.57683990768754,300.48234026622737,301.33095184846735,948.9483997298968,950.7630198898853,845.5154876266351,248,268.70966126955545,454.823890945206,374.68547740374856,387.8667202927592,373.13210967344645,251.95075037907725,413,197.7962627358776,350.67014932543424,552.5288703659595,569.3087349880749,363.9620721068167,458.1842587300475,299,387.1583264402128,157.29067528111264
344.3552884659138,349.136900583332,402.50965247630575,353.7943270210402,329.4964909956113,1022.3481302801542,1050.6502001846277,948.1240063381789,290,316.46803332518283,492.8450134002146,410.34979923363926,415.8901809994088,415.65802165659636,274.3474172674893,454,216.48666245774805,372.8009041712806,603.7004350758369,608.3352200254421,425.9839622108591,485.25576581700534,362,428.2900481969025,179.8071162645137
341.9940253394013,342.51634082280543,392.6818817535282,335.8877238784169,330.2331059131168,1018.2239260332155,1040.4025995650334,942.5429534170956,271,297.2268047154125,476.34055428030143,405.89903375478104,408.32462891374934,407.8811394675356,265.5111245768061,462,213.6734069221057,369.5342398022201,597.5343136723395,598.8872671595669,429.9015902343789,480.4833039998033,370,430.5248219791869,173.28946054321835
344.94460650376425,349.06184199890555,399.07320573460913,347.80613973890945,333.1734828259559,1027.875898237663,1055.0632759278394,955.9751684661469,282,308.95692649011636,486.06952103038145,411.3942225272539,413.9815918415295,415.2465033000577,270.9504962767349,464,216.71148328671237,373.1103303260065,595.677486955234,606.4072095958759,404.2583076306002,485.113351874126,336,415.607428630776,175.64720324510824
345.4361483103186,349.768270300576,398.82878430425797,347.4670228117056,334.5215779913671,1030.4838306930208,1057.9180943412655,959.6485151738103,281,308.1738547886761,485.2684361221033,412.2949166390882,414.079979622983,415.9505664046328,270.6112817459619,467,217.11149755749207,373.5936254271844,587.2129645992693,606.7072003028085,375.8164045598489,485.588242209362,301,398.6846368281381,173.29941054346062
339.1146146652867,337.7195660941422,391.86839225610277,333.8873751881206,323.80803253845926,1004.6619280883201,1024.3867300343234,923.487027042761,272,297.1194955428926,476.8796298288592,400.59753278504644,406.30074726836176,402.8599169392897,265.36233571860026,449,211.14818312470214,366.51027709054404,582.2034590036477,595.495893534758,389.8658841772914,477.19303036116173,322,405.71469085417226,170.05931675057388
354.84927377517334,369.5529972119061,415.47831673761715,378.8481032124601,346.3543015131052,1064.1332765489717,1105.8679827929564,1006.6026609002733,308,337.77540903018564,509.38681756295455,429.78384076961265,429.71570123111076,437.95387710597885,284.4061062721316,481,226.50060274936644,384.6809999951129,614.3368125792904,627.9755889354544,407.72241606958056,499.512344540341,333,419.5788272566747,186.58116973163519
336.7267457977265,333.62921966714936,390.8104813283262,331.54790957062045,318.73105432921295,993.7078625987823,1011.2256789170397,908.1044473760899,272,296.2291146689323,476.61762046913896,396.1967259271462,404.3752534044277,398.5427575156189,264.8743323296215,439,209.02297359807827,363.9696094800459,585.5413340715263,592.4045106168816,409.39812934062064,474.37764705775623,347,416.8223599065265,171.02542749038426
347.28924094716064,351.1801800110052,393.6412749469173,338.6135180848056,342.40055654414454,1043.5742281825492,1070.0247365929658,978.1751210067599,268,296.30219900942814,474.3565145310195,415.6424070629246,411.7005824404044,416.9007838591341,265.2742864068531,487,218.27378497704302,375.04919328255085,591.1698266159867,604.733451948967,392.370176411199,486.4125882909602,322,409.4428559214014,170.577829159282
328.1290875494728,316.5970411638977,379.14414942514253,309.1727159239045,305.60212685555416,960.2688493641449,966.3141290125687,861.3350257730032,255,276.59519153933,461.1389105743974,380.2627971372387,392.3768392552063,379.8599983853322,255.642861244731,419,200.73422856230403,354.1468861655338,559.4304309710858,575.5555339178131,369.7470366126936,462.46156130259,304,391.2289948714772,160.66442752957778
346.43319995646954,351.06948592018864,397.88393782764916,345.9817789065941,337.55046784575137,1036.1168149611863,1063.850339358087,967.5920393634664,278,305.64656350956324,482.81277952532497,414.1168376030113,413.99004419455684,417.19932383362385,269.4960374758471,474,217.88649846450645,374.5353772086185,590.3739260845008,606.988895840031,384.8517168461835,486.4498365543891,312,404.446181432369,173.17508091041842
