V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25
357.75262915279404,359.6917335013579,402.94379533803,363.57363140432517,334.62704062160657,1016.4946358311103,1058,976.777601173684,295,324.95519214768376,500.97780193584293,409.59255167809124,408.85343291163986,433.6506007690427,280.68915057830026,497,226.01816005930272,387.78314663659677,613.1197716346232,628.7561756309303,430.5138920484841,498.35831503629873,359.10476417957955,429.5338639975906,184.58241443761983
350.0837180340954,352.5168291070897,399.2973366223528,352.02343977408646,333.57661875202297,1021.5357587779065,1054,963.2960067791219,285,313.18225666273145,490.24960313247834,409.6664391475639,410.5098760621271,421.9429508643865,273.93848050676667,479,220.2621122764376,378.93032504889237,603.70128468657,614.683484892851,420.95121663512197,490.0704227834068,352.9990757211188,424.7623426939117,178.95392298939075
339.0810023438507,331.4323868251624,386.2246609830184,326.58698974182903,315.97646960392194,978.4352283490118,997,902.3964458982757,267,291.706008608764,473.6148830003721,389.6905923525459,396.5744460410295,398.8384542271986,263.7539887393601,450,209.8354759236178,366.50072499552897,582.4067928754384,594.3628358589475,406.0794804686141,475.26400775959416,341.5923359323842,413.5234774587702,169.61192527994285
340.24779598381747,329.29453658637283,387.31887607418196,331.3201731239974,307.3106064750842,954.7838385795772,976,883.8441127030284,275,299.33665877363325,481.5367026129115,381.70814074413147,392.17876210205253,399.56829458628897,268.0711212939828,444,210.14335588098663,368.27111084080923,582.6822761032847,599.1213667005901,406.99652833853986,476.19219606532454,340.46171160149015,412.24285153198446,172.60021838652526
337.38931316447554,333.69185100250314,391.60669099689994,333.8162242450607,316.7598163588627,988.2720148576681,1007,904.6160003137345,275,299.2236076999134,479.5255262040979,394.55121396329633,403.6164240431605,399.4852830207525,266.4877600439442,438,209.4331899167017,364.85354004136,584.4777406603301,594.4291850126154,404.153145019099,475.1088598997352,339.69731165092895,413.22155835967266,171.7746367060959
325.6271196936606,308.07379015350097,372.8350614970046,299.1024760621687,296.90963329581007,934.7735203274018,937,834.8999061439638,248,268.5606336152141,455.47989215814476,369.20684072288515,383.410881007698,372.24494283695753,252.4073964140095,413,197.59635975802348,351.34002070310027,558.4545009890174,570.3126916412328,388.09748396841866,457.9698718152093,327.87222356773844,400.5672373478596,159.19936940585794
343.8659496654699,351.48842690295726,404.1991358376162,355.1327622659209,333.7850641481753,1036.0974239631091,1064,958.4208662461992,290,316.61258658226654,492.20870792790623,415.6639456590508,420.21223843600103,416.5185522497889,273.90448154541684,454,216.68056356071767,372.15114497123034,601.295643753018,607.3614061059534,413.41636739671907,485.46371599211386,347.30067959605134,421.79390440613366,178.76198225617992
343.1450920680759,336.98486916007704,388.70772706950527,332.73933614077794,320.14513850702554,985.8816010696127,1009,918.3217536282833,271,296.8867735455948,477.837329230054,393.39862067480675,398.15789676379745,405.8569220256857,266.553037811886,462,213.21729531174486,371.0626618201532,588.3675133934694,601.1779598281831,411.382256818433,479.99414489863904,345.5739922125953,416.9375133087715,172.17274388811998
345.16685674049506,347.9938145284826,398.30586810132655,347.19824281809684,331.2256781606922,1021.6311782743993,1049,951.298491386635,282,308.89127260046246,486.3585212930313,408.9806180879503,412.0185791240019,414.85566339960747,271.15167094140185,464,216.62341635640018,373.4054410670675,598.2420659749775,606.8495010592607,414.7420866419284,485.0189040690381,348.5367220467005,421.42522134579286,176.4769935322992
344.59007779366607,353.8340772350829,401.7499139164689,349.78118755424146,341.9365536679371,1054.256464294518,1081,977.4518644573287,281,308.4237884722383,484.16825910933403,421.4831163233112,421.55284988191937,417.4384303608886,269.84544250558685,467,217.44675404281537,372.4701868165789,601.7621038842605,605.0234686117218,414.76539999064204,485.94778964752237,350.0454471829173,423.8837420381301,176.0041643442005
337.58927436886614,345.0496160516911,397.13475790870086,338.05947274366736,337.1761395388129,1047.520478611849,1066,955.5838387610744,272,297.5700890944552,474.8961730155765,417.1625010164893,419.77322965786976,405.5423161050812,263.98164057448065,449,211.75260109771412,364.4848830488145,591.6895954567048,592.460373745063,405.77466774071934,477.84124133779613,343.77536209129846,418.53725392542424,170.89728494092634
354.8810898072171,369.40010470334073,415.3684692112957,378.76108027742845,346.0754652942675,1063.2393192988905,1105,1005.9331754139562,308,337.7660104068686,509.42818913471166,429.43832340453696,429.4346879172777,437.89792677278814,284.43490524967945,481,226.4879956074435,384.72324630689224,620.4732251383613,628.0389047706994,427.9365500061331,499.4988239500491,357.7584810113615,431.64704473474944,188.09140370398077
334.5357096038823,344.15828311441186,398.37521805097083,337.54081277386217,337.93333092919164,1055.2709352017462,1071,954.2090945468663,272,296.87635829221045,473.76853448024406,419.99105236705327,423.72745737203746,402.39582143347343,262.8910679783612,439,209.8911743911651,361.060283828164,589.8699375799772,588.0442155784824,402.0923249540661,475.30875319478423,341.27124350804417,417.13457789301765,169.98671380843155
347.6933542263261,349.2382064515632,392.2460398651742,337.50819094690155,338.8589012369062,1032.219575431927,1059,969.671610108427,268,296.1828218198775,474.8819980829705,411.2537970937225,408.13127462777163,416.1901272761634,265.64007838358725,487,218.11365459195136,375.5857873984511,597.9206564113282,605.537661907274,418.20434355904285,486.2408556854724,353.1050892981358,424.0869330022399,172.59013735136685
329.75342821626816,308.7912431635164,373.53597666801215,304.729833413544,291.3663790098282,914.6286163625614,922,827.1550092410022,255,276.11535275730876,463.2511012574898,362.62269964183236,378.029941661707,377.00350134017947,257.1131687402493,419,200.09058157047457,356.30373596225485,561.6707115514063,578.7880704546363,392.8387579600514,461.77127897511025,329.9372978556002,401.6098006278148,162.7487630050173
344.52164676953254,360.255488800754,404.48373596477575,351.2102426121901,354.30335085802704,1089.8270585265163,1116,1007.8156949468424,278,306.21124638165713,480.3271157023213,434.87602025139086,430.87373022058887,420.5609007132481,267.7657532834449,474,218.6439537715383,371.99715774089935,605.5650690527966,603.1847889521327,415.5026791273751,487.2621731596049,352.43649836197875,426.9480770614391,175.02187748404182
353.79511030328445,360.03130945619364,405.44478717656995,363.7533100414007,338.1056403042185,1034.0345844030303,1072,981.2984035849859,295,324.2093401585977,499.24332332555423,416.1713682727184,416.18854197224306,430.39048865952134,279.11502983656635,485,223.9006451713423,383.284252924085,611.7611134062879,622.8732181773119,425.91394423380046,495.443945470461,356.31069936521465,428.370742029312,183.4099465069311
350.62388317908506,348.76518277415755,400.17214839528765,356.5781536382078,322.1461324233356,991.2672931809761,1026,937.3499684635871,294,321.4763068572739,499.08115194851933,399.2170440465681,404.9073287851809,421.3546493777846,278.6398937567713,469,219.91636567892525,380.1010453639196,602.8011160901573,619.0392564258514,420.92198643615086,490.1981138265423,350.75512669514995,422.4757018627888,182.07965404500644
342.95497206038647,341.5902783798894,396.5256896796105,345.0279620079691,321.095710553752,996.3084161277721,1022,923.8683740690248,284,309.7033713723216,488.35295314515474,399.29093151604076,406.56377193566817,409.6469994731284,271.8892236852377,451,214.16031789606015,371.24822377621524,593.382629142104,604.966565687772,411.35931102278875,481.91022157365035,344.6494382366892,417.7041805591099,176.45116259677735
353.80618792611796,357.31019070582363,407.62387302150006,369.63690993290925,328.2565400223812,1010.0179028227016,1050,959.031976061621,305,333.457130247076,508.5428324083564,408.2622906134419,413.1208484707979,430.0157868802628,283.95432945499334,473,223.47690239008082,383.8588219194599,611.4928542025027,626.6882186409732,425.3579156995388,495.4957152397128,353.82328496051764,426.2687777238993,186.7156102376127
357.10339255749113,380.5121991725273,420.7189026868298,385.1016984410486,363.00518744683956,1110.06448472134,1154,1051.0512855923098,308,339.34360834526547,508.33769650894897,447.7702363314003,442.0290197426577,445.9127897878954,284.1036714995127,495,229.90737311590115,386.79206268168514,628.7952647319439,630.13655262786,431.82387461254984,503.9166207907012,362.7403894267007,437.25141607438286,188.80772528760846
333.978130346105,326.78092894491306,389.8385208459471,330.6091509607219,307.19391278499495,966.2372849459178,982,877.061115731342,276,298.7946558460697,480.2260262688699,385.9248671695405,399.3845265513861,392.8443030799067,266.35965450315456,422,206.19725983426642,361.31247938951975,578.6437057127849,590.4777388652419,399.3314650183173,470.8955282481965,334.9464121993277,408.97206440462014,171.05873701122042
330.4874388807673,329.01253720336405,388.6250868983711,322.9475328428231,319.8439066830545,1003.7898308464946,1014,902.1364891618282,264,286.9053718131666,467.7858738438269,398.60050196314097,407.5412028997264,389.70049527067886,259.31256012179597,425,204.58227226181552,356.723820666625,576.8808951375611,580.8726125946179,395.80309268853046,467.9448103394887,335.073978331485,409.8888697782893,166.0548867255046
344.72626642759883,341.2170769693275,398.3234838751476,350.7689433944735,314.933283147843,979.0862525869148,1008,912.2846155731636,292,317.63417981232254,496.20791992741096,393.8435041622795,403.73373272376824,411.86869982363464,276.25150479065627,448,215.15008534778576,373.6322788244763,595.0804991581898,610.4299033473093,413.18860422859206,483.7305610409218,344.49410680915815,417.3969522920684,179.62785806068226
347.52530678509993,344.5764392931922,396.0375689059393,347.4892170467883,322.19298686638245,991.9592366490624,1022,931.8133298592085,285,311.863523934326,490.6187388070155,398.0178850911606,403.1858247857098,415.37079058983255,273.79813545881603,466,217.28305872591267,376.3522115542527,597.3657479325864,611.7508986098321,417.035890277715,486.178472707192,348.72887366372476,420.4359342369765,178.15413414342976
330.5765681647598,319.0669797573381,381.1049119153042,314.30608166052247,305.2806588364816,957.695249045833,967,864.4465676397099,260,282.0934940275516,466.12098752906405,380.12184113800197,392.29089019928284,383.8947165322694,258.59945974435414,423,202.62614023061838,357.04663799164297,569.6463404072413,580.6620254934194,394.86192089048865,465.2798505717938,332.8056500637517,405.92717519591,164.7038238936785
356.3873038163093,353.8451118372291,400.6236904836807,360.9802671616131,325.334218703898,991.6093990139458,1032,952.1133173750973,296,325.0389221596639,502.3484888603821,399.9813923683002,402.66296220857373,429.37331756594983,281.2414978465471,488,224.12154028392,386.5176258617958,608.8172882082055,627.7136753083752,428.21324685126604,495.95666764917354,356.1726469504877,426.42877116228794,184.47898248183603
336.90376642384615,332.73402654376014,389.79152492229815,330.2949194808385,317.63475829285284,989.543579488315,1007,905.2702612209537,271,295.2198001985437,475.9761570501434,394.4465318133781,402.64838955411284,398.0966513164854,264.58510774330796,440,208.93333617250204,364.1612773372851,583.0237528260949,592.4107092990035,403.57544945268285,474.22016964962614,339.7222554154325,413.0064809727372,170.29913407563583
