V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
352.42287082697806,364,1061.097890833262,438.5522909260287,468,227.80692494867924,621.6219238191005,429.0038710307733,350.39917120523137,178
351.73513653965216,325,986.7238573321534,405.8597868129321,417,217.63993937132463,621.7328988182096,427.7720693725628,356.83687436919354,182
339.23216071914743,308,963.6213440663023,396.15411882650216,415,209.83764553188178,598.0754391471008,411.3512937261709,339.5562762078687,168
350.7920268163732,312,976.9148612915229,409.25056391038703,435,218.17096722687324,619.6528188362016,429.2742761321874,352.01796052624326,176
327.4513366737543,335,993.8890113019241,393.651136862476,399,204.77022981706878,575.7352692690981,390.2306072594129,327.187601792593,163
326.6345680260051,292,923.9427182647765,369.2933365237876,371,196.96963319406805,575.1363946662356,391.16072415619004,329.37246977076074,162
342.38094119348,342,1008.0554397825788,405.7778159243339,412,214.14132140124485,603.864520142486,412.1097119809771,345.54238526477235,176
334.23150645919725,315,964.3823659181401,387.90428103088374,394,205.54169746240316,588.9361759015121,401.65471493833445,336.58349469847985,168
343.8980931725544,317,979.3512308796741,403.9700258741558,424,214.00136135062212,606.7039619725722,417.8974604942903,344.6844613118833,172
336.57480122181795,348,1012.2078577275852,401.5450593953298,402,210.70652730333347,592.9600312224521,402.28065637327234,339.55425505382425,173
358.5575093516344,320,995.3916775992776,421.89897732350113,454,224.94085901419857,633.9837921094132,441.2308421656803,359.6213994473419,181
330.0049798508392,382,1060.5987895071148,411.4246870754337,407,211.3383059790876,580.0450156412865,389.70749466131247,330.9321148536906,170
345.7424886789802,323,988.6275663498064,407.53778535840667,427,215.80660941549823,610.1066742666582,420.18489371961294,346.89204792286824,174
340.25423772660935,336,993.6716598624224,397.1451936662415,397,210.7401075864618,600.1826655792496,408.4069955453305,345.00477835193476,176
329.72822174160905,317,964.7710716939554,384.5787086074155,388,202.844529616476,580.4624846312108,394.4540597539286,331.54604699692464,165
346.1647674208501,330,1010.0061100378466,421.3145759871333,455,220.06884664673757,610.2495658425075,422.420449293609,342.9169625849548,170
343.4847505968638,357,1028.2396692177333,410.4824931650062,412,216.06472934863694,605.8458243260044,412.14435526048374,347.5680007512267,179
350.2324705779718,332,994.9747748980225,406.1757190885104,414,217.20769403849692,618.8748221764796,424.62861950237914,355.54720486859924,182
347.43595735524235,328,991.4394240101711,405.79160198013363,418,215.98564814142725,613.4889888927014,421.35008112278894,350.913778636638,178
343.3412302190465,371,1053.1207010187297,420.3090547140142,426,219.00332368644126,605.1546095356764,411.6619751723419,345.4627590189157,178
348.28594066424296,392,1084.6047021909128,431.283697317748,434,224.29514849615373,614.2375578032859,417.2810999661303,351.5595194152475,184
351.9361304460561,315,968.5192749224713,398.4571739638537,406,215.46626984578924,622.4359996380834,428.1744880609374,358.6459771510874,183
329.6163863112102,320,973.9496162232113,390.39081164730453,400,204.53122613350328,579.9653930970383,394.99023079972056,329.443574084865,163
338.38085055765856,375,1055.807368196587,417.00576635284455,419,216.15199286655815,595.8144742518343,403.5111824939339,340.04347628537477,175
344.45878041064475,343,1002.8854417789557,400.5028808044099,397,213.40140289605995,608.1422420383844,413.73940733170053,350.97576344616544,181
331.6257959510496,323,971.9097902565221,386.0899128198121,386,204.06644495843477,584.074580602047,396.3979140917366,334.6821296796941,168
355.24914056914895,339,1012.6819341244841,418.08245261757395,434,222.69223827702788,627.9510216619913,432.8120815395299,359.2002328610305,184
343.9109972770069,320,975.2879686460889,396.96692116785283,405,211.9734113781093,607.1142176875758,416.0080954973472,348.0594586078198,176
333.79674195475576,282,913.8889712430132,372.37672188647326,380,200.5587208210463,588.6810649127523,403.27460129967915,337.2397785628862,166
350.0040865497213,357,1037.6959108783258,422.07329441849157,435,221.9815189199956,617.780100453246,423.4712671678181,352.51069824425224,181
345.5555820758262,329,989.0515095128993,401.75779703321786,409,214.0840403621419,610.0896509896643,417.7804792757851,349.92805822760334,178
330.4875168607716,356,1028.0409153397889,406.5125602461743,413,209.8802014272078,581.0494732045274,393.6039042569187,329.65731796917413,166
349.51377694467016,338,1016.7748871367731,420.9612834818641,446,221.31845221431388,616.7639621319831,425.65999393369754,349.29825445548937,176
335.97738898155774,304,945.5958704632714,381.5271656267339,385,204.25700268916347,592.5500886785222,404.55503115090346,340.1198015157712,170
361.20690040104574,412,1120.2716928459242,450.28565196112083,456,235.01142203164972,638.2354066974484,435.6738136987708,366.08966726086067,195
357.9991363120304,333,999.7342141927732,412.6446360336601,423,222.10929721944336,633.4816172775675,436.47255477736195,364.6207595803902,188
338.22723044260147,340,993.633333854263,392.27794982858546,384,208.56054800341562,596.5654323609652,403.97876536392744,344.60856702348315,177
323.65544302569356,298,929.645376838898,367.60973506200577,365,195.3732757788283,569.536040458259,385.7413888205194,326.5504188213329,161
338.07198915912903,344,1008.8602508758403,402.9281196159321,407,211.65880370735383,595.7397836835102,405.27311951421865,340.59844378592794,173
330.39759352785,347,1017.6062170125479,405.5286933013411,417,209.4867736594645,580.8656783930428,394.7440222196598,328.536768131077,164
355.8708313044813,357,1032.2459245062926,418.94538346551894,423,223.3250613936695,629.2259045843617,430.91639216182784,362.5568410544308,189
349.2002023786878,326,994.1918167378185,411.1570059951547,431,218.2256949025536,616.5887329087703,425.1922365278373,351.0216611558148,177
340.0384112877758,325,979.6906841808011,394.71141431391027,399,209.85689233656592,599.8184503473292,409.4050628491316,343.98554487769087,174
354.8444594714476,325,993.3815424112925,413.4738046539958,433,221.0743418039032,627.3161757994175,433.59707285492084,358.3329739325664,182
342.95214651069114,394,1085.4666036045091,428.1111757058681,429,221.32271276499927,604.1586636109324,408.96777279864955,345.21955075106456,180
341.6727852670361,365,1053.227043813753,425.91926854731327,445,219.9607068173068,601.6122721572405,411.4769829323725,339.7282005662143,172
339.0213939628023,317,977.9151708912287,400.7752201999773,420,211.18308859342355,597.4915117937595,410.5342708208117,338.726327679686,168
347.97673275067785,322,985.0187354418271,405.87780060482623,422,216.1728691780677,614.4831180112715,423.08782162172025,350.7567627699672,177
368.826587615477,377,1074.7418712014476,444.592880039521,461,236.0059832499536,652.9445572595989,450.7039052746596,374.39500690740124,197
342.628452579732,342,1006.3339281924592,404.19713676754606,408,213.7726388303637,604.4228586305617,412.1301958111099,346.56438755926763,177
346.17490641356375,361,1036.0502539207166,414.97972081709156,418,218.45344069154132,610.8128902562821,416.1100514151032,350.3444348396189,181
338.6451425320541,405,1092.0147738924343,421.6563596835245,409,217.85230724098074,596.2875345056162,399.93984187647334,343.15964503117544,181
337.65830006840287,345,1005.1098397855603,398.11233693077315,395,210.09308154648699,595.201896813252,403.56479891571735,342.1242590794379,175
